Timestamp,In which country are you currently located?,In which city are you currently located?,How old are you?,What is your gender?,"During your daytime activities, how much of a problem do you have with sleepiness?",What time do you try to go to sleep?,What is the main reason you go to bed at this time on weekdays?,How long does it take you to fall asleep?,What time do you wake up?,What is the main reason you wake up at this time on weekdays?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,What external factors influenced how well you slept last night?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap during each weekday?",What time does your (school) day start?,What time do you try to go to sleep?,How long does it take you to fall asleep?,What time do you wake up?,Are you free to wake up when you want on weekends?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap each Saturday and Sunday?",How many caffeinated drinks do you have during the day?,What time do you have your last caffeinated drink?,"Each weekday, how many hours on average do you use technology (outside of school)?",How often do you use technology during the last hour before you go to sleep?,How often do you use technology after you have gone to bed?,How often do you wake up at night from notifications?,How many days did you do sport/physical activity in the morning before school?,How many days did you do sport/physical activity in the afternoon after school?,How many days did you do sport/physical activity in the evening on school days?,How many days did you do sport/physical activity on the weekend?,"If you did not have your sports or physical activity, would you go to bed earlier or later?","If you did not have your sports or physical activity, would you wake up earlier or later?",How many days did you study/do homework in the morning before school?,How many days did you study/do homework in the afternoon after school?,How many days did you study/do homework in the evening on days that you have school?,How many days did you study/do homework on the weekend?,How many hours did you study/do homework?,How often have you arrived late to class because you overslept?,"Currently, what are your grades in school mostly?","If you compare yourself to other people your age, how would you describe your health?",How often do I go to bed and think about things I need to do?,How often do I go to bed and replay the day’s events over and over in my mind?,How often do I check my clock several times during the night?,"During the 1 hour before bedtime, how often do things happen that make me feel strong emotions?",How often do I go to bed feeling upset?,How often do I go to bed and worry about things happening at home or at school?
18/10/2021 03:46:39,Australia,Perth,13,Male,2,1,I feel sleepy,90,8,"I don’t know, I just wake up",0,5,Room too hot/cold,3,60,9,2.5,70,10,No,0,5,5,60,,,,,,,,,,,,,,,,,,,A’s and B’s,,,,,,,
18/10/2021 03:48:10,Australia,Perth,14,Male,2,23,Other,10,6.5,"I don’t know, I just wake up",20,1,Room too hot/cold,2,60,9,12,5,7.5,No,0,2,3,80,1,17.5,3-4 hours,5,0,5,0,4,4,0,The same as you usually do,The same as you usually do,0,0,2,0,1,Never,B’s and C’s,2,5,2,0,4,5,5
18/10/2021 03:48:25,Australia,Perth,50,Male,0,11.5,Other,5,7.5,Noises or my pet wakes me up,5,4,None,5,0,9,12.5,5,10,No,10,5,5,0,5,18.5,3-4 hours,3,4,1,0,1,1,0,Later than you usually do,Later than you usually do,0,0,0,0,0,Twice,D’s and F’s,3,0,0,2,1,1,1
18/10/2021 03:48:45,Australia,Perth city,13,Male,0,21,Other,10,6,Other,15,4,Room too hot/cold,3,15,8.5,22.5,15,8,Yes,40,4,5,40,2,,3-4 hours,2,2,1,0,2,2,2,Later than you usually do,Later than you usually do,0,3,3,0,2,Never,B’s and C’s,3,2,2,3,1,1,2
18/10/2021 03:48:57,Australia,Perth,13,Female,0,12,Other,10,5,Other,0,3,Other,3,2,8,9,15,4.5,No,0,2,2,3,,,1-2 hours,5,5,0,1,1,3,2,The same as you usually do,The same as you usually do,,,,,,,,,,,,,,
18/10/2021 03:50:14,Australia,Perth,13,Male,1,0.5,I feel sleepy,5,7.5,"I don’t know, I just wake up",6,3,Room too hot/cold,3,120,8.5,1.5,5,10.5,Yes,5,4,5,240,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:51:30,Australia,perth,14,Male,2,21,My parent / carer has set my bedtime,90,5,"I don’t know, I just wake up",100,1,Other,1,0,9,1,90,5,Yes,230,1,1,0,1,0,1 hour or less,0,,0,5,5,5,2,Later than you usually do,Earlier than you usually do,,,,,,,A’s and B’s,4,5,5,0,0,0,2
18/10/2021 03:51:39,Australia,Perth,13,Male,3,3.5,Other,70,12,"I don’t know, I just wake up",20,3,Phone/technology noise or light,2,120,8.5,0.5,50,11,Yes,15,3,3,70,2,9.5,5-6 hours,3,4,0,0,2,1,2,Later than you usually do,Earlier than you usually do,0,0,5,0,0,Once,B’s and C’s,3,3,2,1,1,1,1
18/10/2021 03:52:23,Australia,Perth,13,Male,0,21,Other,10,7.5,"I don’t know, I just wake up",0,4,None,4,0,9,1.5,10,10.5,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:53:25,Australia,Perth,13,Female,1,20.5,My parent / carer has set my bedtime,60,5.5,Other,30,3,Noises outside your home,2,0,9,11,30,5.5,Yes,35,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:58:58,Australia,Perth,13,Non-binary,3,14.5,Other,45,5.5,Noises or my pet wakes me up,97,2,Other,1,240,9,10.5,35,6,No,56,1,1,240,3,16.5,3-4 hours,3,3,5,3,5,5,2,Later than you usually do,Later than you usually do,2,3,5,2,12,Once,B’s,2,5,5,4,5,5,5
18/10/2021 04:00:02,Australia,Wa,13,Female,1,20.5,My TV shows are over,10,10.5,"I don’t know, I just wake up",7,4,Room too hot/cold,4,30,9,0,20,11.5,Yes,20,4,3,20,2,13.5,1-2 hours,2,2,0,0,5,3,2,The same as you usually do,Later than you usually do,3,3,0,0,1,Twice,B’s and C’s,3,3,2,0,1,1,2
18/10/2021 04:11:27,Australia,Perth,14,Male,1,22,Other,75,7,My parent/carer or another family member wakes me up,60,2,Other,2,0,22,10,75,7,Yes,60,2,2,0,,,,,,,0,2,3,2,The same as you usually do,The same as you usually do,2,3,2,1,2,Never,C’s,4,3,3,3,1,1,5
18/10/2021 04:16:29,Australia,Sydney,13,Female,2,1,I feel sleepy,50,0,"I don’t know, I just wake up",60,2,Other,2,90,8.5,0.5,60,8.5,Yes,60,2,2,120,,,7-8 hours,,,,,,,,,,,,,,,,,1,3,2,0,2,2,1
19/10/2021 03:33:41,Australia,Perth ,13,Female,2,23,I feel sleepy,30,7,"I don’t know, I just wake up",20,3,None,3,10,9,10,30,7,Yes,0,3,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 03:36:20,Australia,Perth,13,Male,1,20.5,My parent / carer has set my bedtime,15,6.5,My alarm clock wakes me up,0,4,None,4,0,9,0,15,7,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 03:37:04,Australia,Perth,14,Female,3,23.5,I feel sleepy,30,7,My alarm clock wakes me up,70,3,None,4,0,9,2.5,30,8.5,Yes,30,4,3,20,1,9,9 or more hours,5,5,0,0,0,0,0,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,A’s and B’s,2,4,5,2,4,4,5
19/10/2021 03:37:35,Australia,Perth,13,Male,2,22,Other,130,7,My alarm clock wakes me up,130,3,Phone/technology noise or light,1,120,8,0,240,7,Yes,240,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 03:37:52,Australia,Perth,13,Male,0,22.5,Other,3,7.5,My parent/carer or another family member wakes me up,1,5,None,5,0,9,3.5,0,3.5,Yes,240,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 03:37:58,Australia,Perth,14,Female,1,23,I feel sleepy,30,4,Other,20,2,None,4,0,9,23.5,30,5.5,No,20,4,4,0,4,8,1-2 hours,1,0,0,2,1,1,2,The same as you usually do,The same as you usually do,,,,,,,,3,2,3,2,2,2,1
19/10/2021 03:39:25,Australia,Perth,14,Female,2,1,I feel sleepy,60,6.5,Noises or my pet wakes me up,60,3,Other,1,0,8.5,0,60,9,No,50,3,2,0,2,0,9 or more hours,3,3,0,0,4,0,0,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,B’s and C’s,2,1,1,1,2,1,3
19/10/2021 03:39:29,Australia,Perth,14,Female,1,22,I finish socialising,30,6.5,My alarm clock wakes me up,0,4,Phone/technology noise or light,2,0,9,2.5,20,11.5,No,0,4,2,0,0,15.5,3-4 hours,5,5,1,2,,,,,,,,,,,,,,,,,,,
19/10/2021 03:40:14,Australia,Perth,13,Female,0,20.5,My parent / carer has set my bedtime,60,7,My parent/carer or another family member wakes me up,50,5,Room too hot/cold,4,0,9,21,50,9.5,Yes,20,5,5,0,1,15.5,1-2 hours,2,1,0,0,3,3,0,Earlier than you usually do,Earlier than you usually do,5,5,5,2,5,Never,A’s and B’s,3,5,0,1,1,0,3
19/10/2021 03:40:18,Australia,Perth,13,Female,3,22,I finish socialising,20,7,My parent/carer or another family member wakes me up,20,2,Phone/technology noise or light,2,0,8.5,11,20,7,Yes,10,2,2,20,1,17,7-8 hours,5,3,0,,5,3,1,Later than you usually do,The same as you usually do,0,0,0,0,0,Once,C’s and D’s,1,2,1,3,3,3,3
19/10/2021 03:41:14,Australia,Perth,13,Female,1,0,I feel sleepy,30,7,My alarm clock wakes me up,0,2,None,3,0,9,23,20,10,Yes,0,3,3,0,0,,7-8 hours,2,0,0,,,,,The same as you usually do,Earlier than you usually do,,,,,60,Never,B’s,,,,,,,
19/10/2021 03:41:47,Australia,Banksia grove,13,Female,0,21.5,My parent / carer has set my bedtime,10,6,My alarm clock wakes me up,0,5,Family/people disturbance,3,0,9,21.5,10,8.5,Yes,0,5,5,0,0,16.5,3-4 hours,1,0,0,5,3,2,1,The same as you usually do,Later than you usually do,,,,,,,,,,,,,,
19/10/2021 03:43:16,Australia,Perth,13,Female,1,1,I feel sleepy,30,6.5,My alarm clock wakes me up,30,4,Room too hot/cold,2,60,9,21.5,30,11.5,Yes,60,4,3,0,1,,1-2 hours,4,5,1,0,0,0,2,The same as you usually do,The same as you usually do,0,1,1,1,1,Several Times,B’s and C’s,2,3,2,1,3,1,2
19/10/2021 03:43:23,Australia,Perth,13,Female,1,22.5,Other,15,6.5,"I don’t know, I just wake up",2,3,Family/people disturbance,2,60,9,2,20,11.5,No,5,2,5,10,,,3-4 hours,3,2,0,2,0,5,2,,The same as you usually do,0,0,0,0,0,Never,A’s and B’s,,2,2,0,4,3,4
19/10/2021 03:44:00,Australia,Perth,13,Female,1,10.5,I feel sleepy,15,7,My alarm clock wakes me up,0,4,Noises outside your home,4,1,9,0.5,15,9,Yes,0,4,4,1,,,3-4 hours,3,0,0,0,5,5,2,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,B’s and C’s,3,3,1,0,1,2,2
19/10/2021 03:46:18,Afghanistan,fucking ,200,Male,0,21,Other,1,6,My alarm clock wakes me up,0,5,None,5,0,9,10.5,1,6,Yes,0,5,5,0,2,6.5,1-2 hours,1,0,0,5,5,3,2,The same as you usually do,The same as you usually do,2,3,2,1,12,Never,B’s,3,2,0,0,0,0,0
19/10/2021 03:50:01,Australia,Perth ,13,Female,0,21.5,Other,25,5.5,My parent/carer or another family member wakes me up,10,3,Other,3,0,9,11,20,6.5,No,5,3,4,20,1,18.5,1-2 hours,3,0,0,0,0,0,0,The same as you usually do,The same as you usually do,0,5,5,2,10,Never,A’s,2,5,5,2,2,2,5
19/10/2021 04:11:48,Australia,Perth,14,Male,0,23,Other,30,6,"I don’t know, I just wake up",0,4,None,3,0,9,23.5,30,10.5,Yes,0,5,4,0,1,14,7-8 hours,3,3,0,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:14:09,Australia,Perfb,13,Male,1,23,I feel sleepy,10,7.5,"I don’t know, I just wake up",0,3,Room too hot/cold,3,0,9,1.5,5,9.5,Yes,0,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:14:51,Australia,Perth,13,Male,1,20,My parent / carer has set my bedtime,20,7,My parent/carer or another family member wakes me up,0,4,Room too hot/cold,4,0,9,20.5,20,7.5,No,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:16:05,Australia,Perth,13,Male,1,22,I feel sleepy,10,6,"I don’t know, I just wake up",0,2,Room too hot/cold,2,0,8.5,22,10,6,Yes,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:16:08,Australia,Perth,13,Male,1,0,Other,30,9.5,My parent/carer or another family member wakes me up,0,4,Phone/technology noise or light,4,0,9,11,30,7,Yes,0,3,3,0,0,13,,,,,0,0,0,1,Later than you usually do,Earlier than you usually do,0,0,0,0,0,Never,B’s and C’s,2,1,0,1,3,2,2
19/10/2021 04:16:17,Australia,Perth,13,Male,2,8.5,My parent / carer has set my bedtime,30,6.5,My parent/carer or another family member wakes me up,30,4,Noises outside your home,3,0,9,8.5,30,6.5,Yes,30,4,3,0,,,5-6 hours,5,0,0,4,3,2,0,The same as you usually do,The same as you usually do,,,,,,,,,,,,,,
19/10/2021 04:18:55,Australia,Western Australia Perth,13,Female,1,23,I feel sleepy,30,7.5,My alarm clock wakes me up,0,3,Room too hot/cold,3,30,9,1,20,10.5,No,0,3,3,10,1,15,7-8 hours,5,4,0,0,0,0,0,The same as you usually do,The same as you usually do,1,2,3,1,3,Once,A’s and B’s,2,4,4,3,2,2,2
19/10/2021 04:19:18,Australia,Perth,14,Female,1,21,My parent / carer has set my bedtime,10,7.5,I need to go to the bathroom,10,5,Room too hot/cold,4,30,20.5,22,10,8,Yes,10,4,4,30,1,16,9 or more hours,3,3,0,0,1,2,1,The same as you usually do,The same as you usually do,,,,,,,,4,4,3,0,4,3,3
19/10/2021 04:19:43,Australia,Perth,14,Female,1,11.5,Other,15,7.5,"I don’t know, I just wake up",10,2,Room too hot/cold,2,0,9,10.5,15,7.5,Yes,15,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:19:46,Australia,Perth,13,Female,1,23,I feel sleepy,30,19,My alarm clock wakes me up,60,3,Phone/technology noise or light,2,90,21,23.5,10,20,No,90,4,3,120,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2021 04:22:34,Australia,WA perth,13,Female,2,21.5,My parent / carer has set my bedtime,120,7.5,My parent/carer or another family member wakes me up,10,2,Room too hot/cold,2,5,8.5,22,60,9,Yes,10,2,2,5,3,19.5,9 or more hours,4,2,1,0,0,0,0,The same as you usually do,The same as you usually do,,,,,,,,2,3,4,3,2,1,3
19/10/2021 04:24:29,Australia,Perth,13,Male,2,21.5,My parent / carer has set my bedtime,90,7,My parent/carer or another family member wakes me up,10,3,Other,1,0,9,0.5,75,8.5,Yes,10,3,3,0,1,17,5-6 hours,4,0,0,0,0,0,0,The same as you usually do,The same as you usually do,0,2,1,0,1,Never,A’s and B’s,2,5,5,5,1,4,5
19/10/2021 04:25:00,Australia,Perth,13,Female,1,22,My parent / carer has set my bedtime,45,7.5,My parent/carer or another family member wakes me up,10,3,Other,3,0,9,0,30,9,No,20,2,2,30,2,17.5,5-6 hours,4,3,0,0,0,0,0,The same as you usually do,The same as you usually do,1,3,3,1,1,Once,A’s and B’s,3,5,5,5,5,3,4
19/10/2021 05:01:42,Australia,Perth,14,Female,1,22.5,My parent / carer has set my bedtime,20,5.5,My alarm clock wakes me up,0,3,Phone/technology noise or light,3,0,8.5,0.5,10,9,No,0,4,4,0,0,16.5,9 or more hours,4,5,1,0,5,0,1,The same as you usually do,The same as you usually do,0,2,0,1,1,Never,A’s and B’s,2,3,4,1,1,4,3
19/10/2021 06:22:13,Australia,Perth WA,14,Female,0,21,Other,10,7,"I don’t know, I just wake up",0,4,None,1,0,8.5,22.5,5,8.5,Yes,0,5,5,0,1,8.5,3-4 hours,1,0,0,1,1,1,2,The same as you usually do,The same as you usually do,3,4,5,0,10,Never,B’s and C’s,3,1,1,0,0,2,0
19/10/2021 06:23:42,Australia,Perth,13,Female,1,22,I feel sleepy,5,7,My alarm clock wakes me up,20,4,Phone/technology noise or light,3,0,9,1.5,5,7.5,No,5,5,4,0,0,,5-6 hours,5,1,2,3,5,5,1,Later than you usually do,Later than you usually do,4,5,3,1,3,Never,A’s and B’s,3,4,4,3,1,1,1
19/10/2021 06:27:51,Australia,Perth,13,Male,1,21,Other,160,7.5,My alarm clock wakes me up,0,3,Room too hot/cold,4,0,9,21.5,160,10,No,5,3,2,60,2,17.5,1 hour or less,2,1,0,0,0,2,0,The same as you usually do,The same as you usually do,0,2,0,1,1,Twice,B’s and C’s,2,2,0,0,0,0,0
21/10/2021 01:06:42,Australia,Perth,13,Non-binary,2,22,I feel sleepy,20,6,"I don’t know, I just wake up",80,3,Noises outside your home,2,80,8.5,6.5,60,6.5,Yes,40,2,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2021 01:13:22,Australia,"Perth, Western Australia",14,Female,2,23,I feel sleepy,10,6,My alarm clock wakes me up,50,3,Phone/technology noise or light,1,0,9,11.5,10,6,Yes,50,3,1,0,,,7-8 hours,5,4,0,0,2,0,2,The same as you usually do,The same as you usually do,0,2,2,1,2,Never,A’s and B’s,1,2,2,1,3,2,4
21/10/2021 01:14:46,Australia,Perth,13,Male,0,22.5,Other,30,8.5,Noises or my pet wakes me up,6,5,Phone/technology noise or light,3,0,9,10.5,30,8.5,Yes,6,5,3,0,2,5.5,5-6 hours,3,1,0,2,5,3,2,The same as you usually do,The same as you usually do,0,0,0,0,0,Once,C’s and D’s,3,2,2,0,1,0,0
21/10/2021 01:15:17,Australia,Perth WA,13,Female,0,9,My parent / carer has set my bedtime,60,6.5,My alarm clock wakes me up,50,4,None,4,0,9,22,50,7,No,0,4,4,0,0,,3-4 hours,3,2,0,0,1,1,1,The same as you usually do,The same as you usually do,,,,,,,,,,,,,,
21/10/2021 01:16:04,Australia,Perth,14,Female,1,0,Other,8,6,"I don’t know, I just wake up",20,3,None,2,120,9,1.5,10,8,No,80,3,1,120,0,,9 or more hours,5,4,0,0,0,3,0,Earlier than you usually do,The same as you usually do,0,0,0,0,0,Never,A’s and B’s,2,3,5,2,4,4,4
21/10/2021 01:16:56,Australia,Perth,13,Female,2,22.5,Other,9,4,"I don’t know, I just wake up",4,1,Phone/technology noise or light,1,30,9,9,7,4.5,Yes,240,1,1,30,0,8,9 or more hours,3,3,1,2,2,3,2,The same as you usually do,The same as you usually do,1,2,1,0,1,Once,D’s,3,3,3,4,2,3,5
21/10/2021 01:18:24,Australia,Perth,14,Female,1,23,I feel sleepy,2,8,My parent/carer or another family member wakes me up,0,3,None,3,0,9,12.5,2,11,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2021 01:24:46,Australia,Perth,13,Male,1,22,My TV shows are over,30,11,"I don’t know, I just wake up",30,4,Phone/technology noise or light,3,0,9,22,30,7.5,Yes,30,4,3,0,0,3.5,3-4 hours,3,3,0,0,1,1,2,Later than you usually do,Later than you usually do,0,0,0,0,0,Several Times,C’s and D’s,2,2,0,0,0,0,0
21/10/2021 01:25:25,Australia,Perth,13,Female,2,9,My parent / carer has set my bedtime,30,7,My parent/carer or another family member wakes me up,30,3,Family/people disturbance,3,60,9,11.5,39,10.5,Yes,30,3,3,30,1,3.5,3-4 hours,2,0,0,0,1,0,0,The same as you usually do,The same as you usually do,1,1,0,0,30,Once,B’s and C’s,2,3,1,0,4,3,3
21/10/2021 01:27:06,Australia,perth,13,Female,1,21.5,I feel sleepy,30,7.5,My alarm clock wakes me up,30,3,None,2,0,9,0.5,60,9.5,No,20,3,3,0,1,15.5,5-6 hours,3,1,1,0,1,1,0,The same as you usually do,The same as you usually do,0,2,2,0,60,Twice,C’s and D’s,2,3,2,1,1,1,2
21/10/2021 01:27:53,Australia,Perth,14,Female,1,0,I feel sleepy,30,8,My parent/carer or another family member wakes me up,10,4,Room too hot/cold,2,30,9,23.5,30,12,Yes,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:34:46,Australia,Perth ,13,Female,1,21,Other,15,5.5,Other,25,3,None,4,0,9,23,10,6.5,No,2,3,5,15,1,19,1-2 hours,1,0,0,0,0,0,1,The same as you usually do,The same as you usually do,0,5,4,2,10,Never,A’s,3,5,5,1,2,1,3
26/10/2021 03:35:07,Australia,Perth,14,Female,1,22,My parent / carer has set my bedtime,15,6.5,My alarm clock wakes me up,5,4,Other,2,0,9,2.5,10,11.5,Yes,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:37:03,Australia,Perth,14,Female,3,23.5,I feel sleepy,30,7,My alarm clock wakes me up,60,3,Other,3,0,9,2,30,8.5,Yes,30,3,3,0,1,9,9 or more hours,5,1,0,0,0,0,0,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,A’s and B’s,1,4,4,3,4,4,4
26/10/2021 03:38:15,Australia,Perth,13,Male,0,9.5,My parent / carer has set my bedtime,20,6.5,My alarm clock wakes me up,15,4,Room too hot/cold,4,0,9,10,20,7.5,Yes,15,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:38:40,Australia,Perth,13,Female,0,20.5,My parent / carer has set my bedtime,50,7,My alarm clock wakes me up,40,4,Phone/technology noise or light,5,0,9,9,20,8,Yes,40,5,5,0,1,15.5,3-4 hours,1,2,2,2,3,0,0,The same as you usually do,The same as you usually do,4,5,5,1,4,Never,A’s and B’s,4,5,1,5,2,1,3
26/10/2021 03:39:54,Australia,Perth,13,Female,2,10,I finish socialising,30,7,My parent/carer or another family member wakes me up,10,2,Phone/technology noise or light,2,10,9,10.5,30,9,Yes,20,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:40:15,Australia,Perth,13,Male,2,9,I feel sleepy,120,7,My alarm clock wakes me up,230,3,Phone/technology noise or light,3,120,9,0,240,11,No,240,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:40:39,Australia,Perth,14,Female,1,10.5,I feel sleepy,10,6.5,My alarm clock wakes me up,5,3,Family/people disturbance,2,0,9,11.5,3,8,Yes,10,5,2,0,0,,5-6 hours,4,1,0,0,5,2,1,The same as you usually do,The same as you usually do,0,3,0,0,5,Once,A’s and B’s,2,2,2,2,1,2,1
26/10/2021 03:41:07,Australia,Australia ,14,Male,1,20,My parent / carer has set my bedtime,30,6,My alarm clock wakes me up,30,3,Room too hot/cold,3,0,9,8.5,30,5.5,No,0,3,4,15,0,0,3-4 hours,5,4,1,3,3,3,2,The same as you usually do,Later than you usually do,0,0,0,0,0,Once,C’s,2,3,3,3,3,1,2
26/10/2021 03:41:09,Afghanistan,city,14,Male,0,10.5,I feel sleepy,10,6,"I don’t know, I just wake up",0,5,None,4,0,9,11,10,6,Yes,0,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:42:08,Australia,Perth,13,Male,0,9.5,I feel sleepy,15,8,Noises or my pet wakes me up,0,4,Pet disturbance,4,0,9,9.5,15,8,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:43:04,Australia,Perth,14,Female,1,21,My parent / carer has set my bedtime,120,4.5,"I don’t know, I just wake up",60,3,Pet disturbance,3,0,9,22,120,5.5,Yes,60,3,3,0,4,8,1-2 hours,1,0,0,5,0,0,2,The same as you usually do,The same as you usually do,0,4,4,2,18,Twice,A’s and B’s,3,2,3,1,1,1,1
26/10/2021 03:43:30,Australia,Perth,13,Male,2,8.5,My parent / carer has set my bedtime,30,6.5,"I don’t know, I just wake up",0,4,None,3,0,9,9,30,6.5,Yes,0,4,3,0,,,7-8 hours,2,0,0,3,1,2,1,The same as you usually do,The same as you usually do,0,2,2,1,3,Never,B’s and C’s,2,1,1,0,0,1,2
26/10/2021 03:44:55,Australia,Perth,13,Male,1,22.5,I feel sleepy,15,7,"I don’t know, I just wake up",20,4,Other,4,0,9,23,15,7.5,No,15,4,4,0,0,,3-4 hours,3,3,1,0,2,2,1,The same as you usually do,The same as you usually do,0,1,1,1,1,Never,B’s and C’s,4,1,0,0,1,0,0
26/10/2021 03:45:11,Australia,Perth,13,Non-binary,1,2,Other,10,8,My parent/carer or another family member wakes me up,0,4,None,2,30,8.5,5,10,15,Yes,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:45:34,Australia,ur mum fat ass,69,Male,0,9,Other,240,9.5,Noises or my pet wakes me up,240,5,Pet disturbance,5,240,0,11.5,240,11,Yes,240,5,5,240,100,23.5,9 or more hours,5,5,5,,0,0,0,Earlier than you usually do,Earlier than you usually do,0,0,0,0,0,Everyday,A’s,4,5,5,5,5,5,5
26/10/2021 03:46:04,Australia,Perth,13,Female,0,9.5,My parent / carer has set my bedtime,10,6,My alarm clock wakes me up,0,4,None,3,0,9,21.5,10,7.5,Yes,0,5,5,0,0,23.5,3-4 hours,2,0,0,5,2,3,2,The same as you usually do,The same as you usually do,0,1,3,1,1,Never,A’s,2,1,1,0,3,1,1
26/10/2021 03:46:11,Australia,Perth,13,Female,4,0,Other,30,7,"I don’t know, I just wake up",60,2,None,2,0,7.5,0,30,7,No,30,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:46:29,Australia,Perth,13,Female,1,23,Other,10,7,My alarm clock wakes me up,0,4,Noises outside your home,3,5,9,12,10,8.5,Yes,0,4,4,30,,,3-4 hours,5,0,0,,,,,,,0,0,0,0,5,Never,B’s and C’s,3,2,2,0,1,2,2
26/10/2021 03:46:33,Australia,Perth ,14,Male,1,23,I feel sleepy,10,7,My alarm clock wakes me up,0,3,None,2,0,9,12.5,15,10.5,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:46:46,Australia,Perth,13,Female,1,23,Other,15,7,My alarm clock wakes me up,2,3,Family/people disturbance,3,60,9,0,10,11,No,10,2,5,60,,,3-4 hours,5,1,0,,,,,,,0,0,0,0,5,Never,A’s and B’s,1,5,5,1,5,4,3
26/10/2021 03:48:12,Australia,Perth,14,Male,1,22,My parent / carer has set my bedtime,70,7,"I don’t know, I just wake up",0,4,None,4,0,9,23.5,10,9,Yes,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:50:05,Australia,Perth,14,Female,0,20.5,I feel sleepy,60,6.5,My parent/carer or another family member wakes me up,0,4,None,4,0,9,8,160,8.5,Yes,0,5,5,0,0,14.5,3-4 hours,3,2,0,0,1,1,0,Later than you usually do,Earlier than you usually do,0,1,1,1,1,Never,B’s and C’s,2,3,3,0,1,1,2
26/10/2021 03:51:01,Niger,ur mum fat ass,69,Prefer not to say,4,11.5,I finish socialising,240,11,Noises or my pet wakes me up,240,5,Family/people disturbance,1,240,0,11.5,240,11,Yes,240,5,1,240,100,23.5,9 or more hours,5,5,5,0,0,0,0,Earlier than you usually do,Earlier than you usually do,0,0,0,0,0,Everyday,A’s,1,5,5,5,5,5,5
26/10/2021 03:52:02,Australia,Perth,13,Male,0,0,Other,15,7.5,My parent/carer or another family member wakes me up,0,4,None,3,120,9,3.5,5,13,Yes,0,3,3,60,0,18,3-4 hours,5,5,1,0,2,2,1,Earlier than you usually do,Later than you usually do,0,0,0,0,0,Everyday,C’s,2,2,0,0,0,0,1
26/10/2021 03:52:41,Australia,Perth,13,Male,2,10.5,I finish socialising,30,7,I need to go to the bathroom,5,3,Room too hot/cold,3,0,9,4,10,13.5,Yes,0,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:52:44,Australia,Perth,13,Female,1,21.5,My parent / carer has set my bedtime,60,6.5,My parent/carer or another family member wakes me up,2,4,None,3,0,9,23,30,10,Yes,2,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2021 03:53:01,Australia,Perth,13,Female,1,21.5,I feel sleepy,30,7,My alarm clock wakes me up,30,4,Phone/technology noise or light,3,60,9,11.5,60,11.5,Yes,30,4,4,0,2,15,3-4 hours,3,4,1,0,0,0,2,The same as you usually do,The same as you usually do,0,0,0,1,0,Once,B’s and C’s,2,3,3,4,1,2,3
